,word,tag
8530,sænska,lheþvf
8531,meistaraliðinu,nheþg
8532,I F K,n----s
8533,Norrköping,n----s
8534,lokuðu,sfg3fþ
8535,frábæru,lheþsf
8536,tímabili,nheþ
8537,í,aa
8538,gær,aa
8539,með,af
8540, þrjú,ta
8541,,m
8542,núll,ta
8543,sigri,nkeþ
8544,á,af
8545,Gautaborg,nveþ-s
8546,",",pk
8547,í,af
8548,leik,nkeþ
8549,milli,af
8550,sænsku,lkfevf
8551,meistaranna,nkfeg
8552,og,c
8553,bikarmeistara,nkfe
8554,Svíþjóðar,nvee-s
8555,.,pl
8556,Eftir,af
8557,hornspyrnu,nveo
8558,Írisar,nvee-s
8559,skallaði,sfg3eþ
8560,Rebekka,nven-s
8561,í,af
8562,markið,nheog
8563,og,c
8564,þar,aa
8565,við,aa
8566,sat,sfg3eþ
8567,",",pk
8568,úrslitin,nhfng
8569, eitt,ta
8570,,m
8571, eitt,ta
8572,.,pl
8573,Grindavík,nveþ-s
8574,:,pa
8575,J,n----s
8576,',pg
8577,Nathan,n----s
8578,Bullock,n----s
8579, tuttugu og sjö <sil> ellefu,ta
8580,fráköst,nhfn
8581,",",pk
8582,Giordan,n----s
8583,Watson,n----s
8584, fimmtán <sil> níu,ta
8585,fráköst,nhfo
8586,skástrik,pa
8587, sex,ta
8588,stoðsendingar,nvfn
8589,",",pk
8590,Sigurður,nken-s
8591,Gunnar,nken-s
8592,Þorsteinsson,nken-s
8593, níu <sil> sex,ta
8594,fráköst,nhfo
8595,",",pk
8596,Ólafur,nken-s
8597,Ólafsson,nken-s
8598, níu <sil> fjögur,ta
8599,fráköst,nhfo
8600,",",pk
8601,Þorleifur,nken-s
8602,Ólafsson,nken-s
8603, átta <sil> fimm,ta
8604,fráköst,nhfo
8605,",",pk
8606,Ómar,nken-s
8607,Örn,nken-s
8608,Sævarsson,nken-s
8609, fjögur <sil> fjögur,ta
8610,fráköst,nhfo
8611,",",pk
8612,Björn,nken-s
8613,Steinar,nken-s
8614,Brynjólfsson,nken-s
8615, þrjú,ta
8616,",",pk
8617,Þorsteinn,nken-s
8618,Finnbogason,nken-s
8619,núll,ta
8620,",",pk
8621,Jón,nken-s
8622,Axel,nken-s
8623,Guðmundsson,nken-s
8624,núll,ta
8625,",",pk
8626,Jóhann,nken-s
8627,Árni,nken-s
8628,Ólafsson,nken-s
8629,núll,ta
8630,",",pk
8631,Einar,nken-s
8632,Ómar,nken-s
8633,Eyjólfsson,nken-s
8634,núll,ta
8635,",",pk
8636,Ármann,nken-s
8637,Vilbergsson,nken-s
8638,núll,ta
8639,.,pl
8640,Um,af
8641,kvöldið,nheog
8642,var,sfg3eþ
8643,haldið,sþghen
8644,til,af
8645,Reykjavíkur,nvee-s
8646,og,c
8647, fjórða,ta
8648,júní,nkeo
8649,keppt,sþghen
8650,við,af
8651,Taflfélag,nheo-s
8652,Hafnarfjarðar,nkee-s
8653,og,c
8654,fóru,sfg3fþ
8655,leikar,nkfn
8656, fjögur,ta
8657,,pa
8658, fjögur,ta
8659,.,pl
8660,Kári,nken-s
8661,komst,sfm3eþ
8662,í,af
8663, eitt,ta
8664,,m
8665,núll,ta
8666,og,c
8667,var,sfg3eþ
8668,staðan,nveng
8669,þannig,aa
8670,í,af
8671,hálfleik,nkeþ
8672,.,pl
8673,Ekki,aa
8674,leið,sfg3eþ
8675,á,af
8676,löngu,lheþsf
8677,uns,c
8678,maður,nken
8679,leiksins,nkeeg
8680,lét,sfg3eþ
8681,aftur,aa
8682,að,af
8683,sér,fpkeþ
8684,kveða,sng
8685,en,c
8686,Magnús,nken-s
8687,Þór,nken-s
8688,Gunnarsson,nken-s
8689,kom,sfg3eþ
8690,Njarðvík,nveþ-s
8691,í,af
8692, sjötíu og níu,ta
8693,,m
8694, sjötíu og átta,ta
8695,með,af
8696, þriggja,ta
8697,stiga,nhfe
8698,körfu,nveþ
8699,þegar,c
8700, fjórar,ta
8701,mínútur,nvfn
8702,voru,sfg3fþ
8703,til,af
8704,leiksloka,nhfe
8705,.,pl
8706,Jóhann,nken-s
8707,var,sfg3eþ
8708,að,cn
8709,keppa,sng
8710,í,af
8711, fyrsta,ta
8712,flokki,nkeþ
8713,ófatlaðra,lkfesf
8714,þar,aa
8715,sem,c
8716,hann,fpken
8717,lagði,sfg3eþ
8718,Sindra,nkeo-s
8719,Þór,nkeo-s
8720,Sigurðsson,nkeo-s
8721, þrjú,ta
8722,,m
8723, tvö,ta
8724,í,af
8725,undanúrslitum,nhfþ
8726,.,pl
8727,Þeir,fpkfn
8728,þurftu,sfg3fþ
8729,þó,aa
8730,að,cn
8731,sætta,sng
8732,sig,fpkfo
8733,við,af
8734,grátlegt,lheosf
8735, tvö,ta
8736,,m
8737, eitt,ta
8738,tap,nheo
8739,gegn,af
8740,K R,n----s
8741,á,af
8742,Laugardalsvelli,nkeþ-s
8743,",",pk
8744,eftir,af
8745,að,cn
8746,hafa,sng
8747,náð,sþghen
8748,forystu,nveþ
8749,snemma,af
8750,leiks,nkee
8751,.,pl
8752,Áður,aa
8753,en,c
8754,flautað,sþghen
8755,var,sfg3eþ
8756,til,af
8757,hálfleiks,nkee
8758,bættu,sfg3fþ
8759,gestgjafarnir,nkfng
8760,við,aa
8761,öðru,foheþ
8762,marki,nheþ
8763,",",pk
8764,það,fpheo
8765,skoraði,sfg3eþ
8766,Atli,nken-s
8767,Viðar,nken-s
8768,Björnsson,nken-s
8769,og,c
8770,F H,n----s
8771,því,aa
8772,komið,sþghen
8773,yfir,aa
8774,",",pk
8775, tvö,ta
8776,,m
8777, eitt,ta
8778,og,c
8779,þannig,aa
8780,var,sfg3eþ
8781,staðan,nveng
8782,í,af
8783,hálfleik,nkeþ
8784,.,pl
8785,Keflavík,nven-s
8786,:,pa
8787,Pálína,nven-s
8788,Gunnlaugsdóttir,nven-s
8789, tuttugu og sex <sil> níu,ta
8790,fráköst,nhfn
8791,",",pk
8792,Sara,nven-s
8793,Rún,nven-s
8794,Hinriksdóttir,nven-s
8795, sextán <sil> átta,ta
8796,fráköst,nhfo
8797,",",pk
8798,Jessica,n----s
8799,Ann,n----s
8800,Jenkins,n----s
8801, þrettán,ta
8802,",",pk
8803,Birna,nven-s
8804,Ingibjörg,nven-s
8805,Valgarðsdóttir,nven-s
8806, tíu <sil> sjö,ta
8807,fráköst,nhfo
8808,",",pk
8809,Bryndís,nven-s
8810,Guðmundsdóttir,nven-s
8811, fjögur <sil> átta,ta
8812,fráköst,nhfo
8813,",",pk
8814,Ingunn,nven-s
8815,Embla,nven-s
8816,Kristínardóttir,nven-s
8817, tvö <sil> fjögur,ta
8818,fráköst,nhfo
8819,",",pk
8820,Sandra,nven-s
8821,Lind,nven-s
8822,Þrastardóttir,nven-s
8823, tvö <sil> átta,ta
8824,fráköst,nhfo
8825,.,pl
8826, fimmti,lkenvf
8827,þáttur,nken
8828,-,m
8829, fimmta,ta
8830,október,nkeo
8831, tvö þúsund og tólf,ta
8832,Grindavík,nveþ-s
8833, sjötíu og tvö,ta
8834,,m
8835, fimmtíu og tveir,ta
8836,Hafnarfjörður,nken-s
8837,Víðismenn,nkfn-s
8838,komust,sfm3fþ
8839,yfir,aa
8840,á,af
8841, níundu,ta
8842,mínútu,nveþ
8843,leiksins,nkeeg
8844,með,af
8845,marki,nheþ
8846,frá,af
8847,Garðari,nkeþ-s
8848,Geirssyni,nkeþ-s
8849,en,c
8850,heimamenn,nkfn
8851,í,af
8852,Völsungi,nkeþ-s
8853,jöfnuðu,sfg3fþ
8854,metin,nhfog
8855,á,af
8856, þrítugustu og fimmtu,ta
8857,mínútu,nveþ
8858,og,c
8859,stóðu,sfg3fþ
8860,leikar,nkfn
8861,jafnir,lkfnsf
8862,í,af
8863,hálfleik,nkeþ
8864,",",pk
8865, eitt,ta
8866,,m
8867, eitt,ta
8868,.,pl
8869,G R V,n----s
8870,mætti,sfg3eþ
8871,Í R,nkeþ-s
8872,á,af
8873,útivelli,nkeþ
8874,og,c
8875,sigraði,sfg3eþ
8876,örugglega,aa
8877, þrjú,ta
8878,,m
8879, eitt,ta
8880,.,pl
8881,Þær,fpvfn
8882,náðu,sfg3fþ
8883,svo,aa
8884,að,cn
8885,halda,sng
8886,út,aa
8887,og,c
8888,landa,sng
8889, fjögurra,ta
8890,stiga,nhfe
8891,sigri,nkeþ
8892, sjötíu og sex,ta
8893,,pa
8894, áttatíu,ta
8895,.,pl
8896,Lokaleikurinn,nkeng
8897,endaði,sfg3eþ
8898,svo,aa
8899,með,af
8900,sigri,nkeþ
8901,A,lheevf
8902,-liðsins,nheeg
8903,",",pk
8904, þrjátíu og sex,ta
8905,,m
8906, átján,ta
8907,.,pl
8908,Bröndy,n----s
8909,vann,sfg3eþ
8910,leikinn,nkeog
8911, þrjú,ta
8912,,m
8913,núll,ta
8914,en,c
8915,liðið,nheng
8916,er,sfg3en
8917,enn,aa
8918,í,af
8919,áttunda,lheþvf
8920,sæti,nheþ
8921,af,af
8922, tólf,ta
8923,liðum,nhfþ
8924,í,af
8925,dönsku,lveþvf
8926,úrvalsdeildinni,nveþg
8927,.,pl
8928,Lokatölur,nvfn
8929,urðu,sfg3fþ
8930,hundrað þrjátíu og fimm,ta
8931,,m
8932,hundrað þrjátíu og níu,ta
8933,",",pk
8934,Keflavík,nveþ-s
8935,í,af
8936,vil,nheo
8937,.,pl
8938,Staðan,nveng
8939,eftir,af
8940,fyrsta,lkeove
8941,fjórðung,nkeo
8942,var,sfg3eþ
8943, tuttugu og tvö,ta
8944,,m
8945, þrettán,ta
8946,Hamri,nkeþ-s
8947,í,af
8948,vil,nheo
8949,.,pl
8950,Þróttarar,nkfn-s
8951,urðu,sfg3fþ
8952,að,cn
8953,sætta,sng
8954,sig,fpkfo
8955,við,af
8956,fjórða,lheovf
8957,sætið,nheog
8958,í,af
8959, fjórðu,ta
8960,deild,nveþ
8961,karla,nkfe
8962,í,af
8963,knattspyrnu,nveþ
8964,",",pk
8965,eftir,af
8966, þrjú,ta
8967,,m
8968, eitt,ta
8969,tap,nheo
8970,gegn,af
8971,K,n----s
8972,F S,n----s
8973,um,af
8974,helgina,nveog
8975,.,pl
8976,Fjölnir,nken-s
8977,:,pa
8978,Brittney,n----s
8979,Jones,n----s
8980, þrjátíu og þrjú,ta
8981,skástrik,pa
8982, sex,ta
8983,fráköst,nhfn
8984,skástrik,pa
8985, sjö,ta
8986,stoðsendingar,nvfn
8987,",",pk
8988,Birna,nven-s
8989,Eiríksdóttir,nven-s
8990, nítján <sil> fjögur,ta
8991,fráköst,nhfn
8992,",",pk
8993,Katina,n----s
8994,Mandylaris,n----s
8995, nítján,ta
8996,skástrik,pa
8997, sautján,ta
8998,fráköst,nhfn
8999,",",pk
9000,Heiðrún,nven-s
9001,Harpa,nven-s
9002,Ríkharðsdóttir,nven-s
9003, þrjú <sil> átta,ta
9004,fráköst,nhfn
9005,",",pk
9006,Erla,nven-s
9007,Sif,nven-s
9008,Kristinsdóttir,nven-s
9009, þrjú <sil> sex,ta
9010,fráköst,nhfn
9011,",",pk
9012,Eva,nven-s
9013,María,nven-s
9014,Emilsdóttir,nven-s
9015, tvö <sil> fimm,ta
9016,fráköst,nhfn
9017,skástrik,pa
9018, fimm,ta
9019,stoðsendingar,nvfn
9020,",",pk
9021,Telma,nven-s
9022,María,nven-s
9023,Jónsdóttir,nven-s
9024,núll,ta
9025,",",pk
9026,Dagbjört,nven-s
9027,Helga,nven-s
9028,Eiríksdóttir,nven-s
9029,núll,ta
9030,",",pk
9031,Erna,nven-s
9032,María,nven-s
9033,Sveinsdóttir,nven-s
9034,núll,ta
9035,",",pk
9036,Margrét,nven-s
9037,Loftsdóttir,nven-s
9038,núll,ta
9039,",",pk
9040,Sigrún,nven-s
9041,Gabríela,nven-s
9042,Jóhannsdóttir,nven-s
9043,núll,ta
9044,.,pl
9045,Grindvíkingar,nkfn-s
9046,töpuðu,sfg3fþ
9047, tvö,ta
9048,,m
9049, eitt,ta
9050,gegn,af
9051,Stjörnunni,nkeþ-s
9052,frá,af
9053,Garðabæ,nkeþ-s
9054,í,af
9055,kvöld,nheo
9056,í,af
9057,Pepsi-deild,nveþ-s
9058,karla,nkfe
9059,.,pl
9060,Lokastaðan,nveng
9061,var,sfg3eþ
9062,núll,ta
9063,,m
9064, eitt,ta
9065,en,c
9066,það,fphen
9067,var,sfg3eþ
9068,Gísli,nken-s
9069,Freyr,nken-s
9070,Ragnarsson,nken-s
9071,sem,ct
9072,skoraði,sfg3eþ
9073,mark,nheo
9074,Njarðvíkinga,nkfe-s
9075,á,af
9076, sextugustu og fjórðu,ta
9077,mínútu,nveþ
9078,.,pl
9079,Atkvæðamestar,lvfnsf
9080,hjá,af
9081,Njarðvíkingum,nkfþ-s
9082,voru,sfg3fþ
9083,:,pa
9084,Shayla,n----s
9085,Fields,n----s
9086, þrjátíu og þrjú,ta
9087,skástrik,pa
9088, fjögur,ta
9089,fráköst,nhfn
9090,skástrik,pa
9091, sex,ta
9092,stoðs,kt
9093,.,pl
9094,Lokatölur,nvfn
9095, sextíu og fimm,ta
9096,,m
9097, áttatíu og níu,ta
9098,.,pl
9099,Njarðvíkingar,nkfn-s
9100,eru,sfg3fn
9101,búnir,lkfnsf
9102,að,cn
9103,tryggja,sng
9104,sér,fpkfþ
9105,sæti,nheo
9106,í,af
9107,undanúrslitum,nhfþ
9108,í,af
9109,Domino's,n----s
9110,deild,nveþ
9111,karla,nkfe
9112,í,af
9113,körfubolta,nkeþ
9114,karla,nkfe
9115,í,af
9116,fyrsta,lheove
9117,sinn,nheo
9118,síðan,aa
9119,árið,nheog
9120, tvö þúsund og tíu,ta
9121,",",pk
9122,eftir,af
9123,nauman,lkeosf
9124,sigur,nkeo
9125,á,af
9126,Haukum,nkfþ-s
9127,á,af
9128,heimavelli,nkeþ
9129,í,af
9130,kvöld,nheo
9131,",",pk
9132, áttatíu og eitt,ta
9133,,m
9134, sjötíu og sjö,ta
9135,.,pl
9136,Leikur,nken
9137,Grindvíkinga,nkfe-s
9138,og,c
9139,Skallagríms,nkee-s
9140,endaði,sfg3eþ
9141,hundrað og sex,ta
9142,,m
9143, níutíu og fimm,ta
9144,þar,aa
9145,sem,c
9146,Skallagrímsmenn,nkfn-s
9147,náðu,sfg3fþ
9148,að,cn
9149,klóra,sng
9150,í,af
9151,bakkann,nkeog
9152,eftir,af
9153,góða,lveosf
9154,byrjun,nveo
9155,Grindvíkinga,nkfe-s
9156,.,pl
9157,Leikurinn,nkeng
9158,endaði,sfg3eþ
9159,með,af
9160,jafntefli,nheþ
9161, eitt,ta
9162,,m
9163, eitt,ta
9164,.,pl
9165,Staðan,nveng
9166,er,sfg3en
9167, fjörutíu og tvö,ta
9168,,m
9169, þrjátíu og sex,ta
9170,fyrir,af
9171,Keflavík,nveo-s
9172,í,af
9173,hálfleik,nkeþ
9174,gegn,af
9175,Snæfellingum,nkfþ-s
9176,í,af
9177,þriðja,lkeþvf
9178,úrslitaleik,nkeþ
9179,liðanna,nhfeg
9180,um,af
9181,Íslandsmeistaratitilinn,nkeogs
9182,í,af
9183,Iceland,n----s
9184,Express,e
9185,deild,nveþ
9186,karla,nkfe
9187,í,af
9188,körfuknattleik,nkeþ
9189,.,pl
9190,Eftir,af
9191,þetta,faheo
9192,fóru,sfg3fþ
9193,Keflvíkingar,nkfn-s
9194,að,cn
9195,eflast,snm
9196,en,c
9197,það,fphen
9198,dugði,sfg3eþ
9199,þó,aa
9200,ekki,aa
9201,til,af
9202,þess,fphee
9203,að,cn
9204,verjast,snm
9205,sókn,nveþ
9206,Selfyssinga,nkfe-s
9207,á,af
9208, tuttugustu,ta
9209,mínútu,nveþ
9210,þegar,c
9211,þeir,fpkfn
9212,komust,sfm3fþ
9213,yfir,aa
9214,",",pk
9215,núll,ta
9216,,m
9217, eitt,ta
9218,.,pl
9219,Guðjón,nken-s
9220,Reynisson,nken-s
9221,framkvæmdastjóri,nken
9222,undirritaði,sfg3eþ
9223,samning,nkeo
9224,fyrir,af
9225,hönd,nveo
9226, tíu,ta
9227,,m
9228, ellefu,ta
9229,og,c
9230,Höskuldur,nken-s
9231,Ásgeirsson,nken-s
9232,forstjóri,nken
9233,undirritaði,sfg3eþ
9234,samningana,nkfog
9235,fyrir,af
9236,hönd,nveo
9237,Flugstöðvar,nvee-s
9238,Leifs,nkee-s
9239,Eiríkssonar,nkee-s
9240,H,n----s
9241,F,e
9242,Þegar,c
9243,síðasti,lkenve
9244,leikhlutinn,nkeng
9245,var,sfg3eþ
9246,aðeins,aa
9247,eftir,aa
9248,voru,sfg3fþ
9249,heimamenn,nkfn
9250,með,af
9251,leikinn,nkeog
9252,í,af
9253,höndum,nvfþ
9254,sér,fpkfþ
9255,enda,c
9256,staðan,nveng
9257, sjötíu og fimm,ta
9258,,m
9259, sextíu og tvö,ta
9260,þeim,fpkfþ
9261,í,af
9262,vil,nheo
9263,.,pl
9264,Lokatími,nken
9265,Sindra,nkee-s
9266,var,sfg3eþ
9267,2.08.75,ta
9268,",",pk
9269,nýtt,lhensf
9270,piltamet,nhen
9271,og,c
9272,silfurverðlaun,nhfn
9273,hjá,af
9274,honum,fpkeþ
9275,í,af
9276,hans,fpkee
9277,aldursflokki,nkeþ
9278,.,pl
9279,Grindvíkingar,nkfn-s
9280,unnu,sfg3fþ
9281,einnig,aa
9282,góðan,lkeosf
9283,útisigur,nkeo
9284,í,af
9285,kvöld,nheo
9286,gegn,af
9287,Snæfelli,nheþ-s
9288,",",pk
9289, áttatíu og fjögur,ta
9290,,m
9291, níutíu,ta
9292,.,pl
9293,Njarðvíkingar,nkfn-s
9294,hleyptu,sfg3fþ
9295,Snæfell,nheþ-s
9296,ekki,aa
9297,nærri,aa
9298,",",pk
9299,lokatölur,nvfn
9300,reyndust,sfm3fþ
9301, áttatíu og átta,ta
9302,,m
9303, sjötíu og átta,ta
9304,og,c
9305,verðskuldaður,lkensf
9306,sigur,nken
9307,Njarðvíkinga,nkfe-s
9308,staðreynd,nven
9309,.,pl
9310,Hér,aa
9311,má,sfg3en
9312,sjá,sng
9313,tölfræði,nveo
9314,leiksins,nkeeg
9315,:,pa
9316,Jóhann,nken-s
9317,Árni,nken-s
9318,Ólafsson,nken-s
9319, fimmtán,ta
9320,",",pk
9321,Ómar,nken-s
9322,Örn,nken-s
9323,Sævarsson,nken-s
9324, fjórtán <sil> átta,ta
9325,fráköst,nhfo
9326,",",pk
9327,Daníel,nken-s
9328,Guðni,nken-s
9329,Guðmundsson,nken-s
9330, þrettán,ta
9331,",",pk
9332,Sigurður,nken-s
9333,Gunnar,nken-s
9334,Þorsteinsson,nken-s
9335, tíu <sil> fjögur,ta
9336,fráköst,nhfo
9337,",",pk
9338,Hilmir,nken-s
9339,Kristjánsson,nken-s
9340, sjö,ta
9341,",",pk
9342,Jón,nken-s
9343,Axel,nken-s
9344,Guðmundsson,nken-s
9345, sjö <sil> sjö,ta
9346,fráköst,nhfo
9347,skástrik,pa
9348, fimm,ta
9349,stoðsendingar,nvfo
9350,",",pk
9351,Kjartan,nken-s
9352,Helgi,nken-s
9353,Steinþórsson,nken-s
9354, sex,ta
9355,",",pk
9356,Ólafur,nken-s
9357,Ólafsson,nken-s
9358, fimm <sil> níu,ta
9359,fráköst,nhfo
9360,skástrik,pa
9361, sex,ta
9362,stoðsendingar,nvfo
9363,",",pk
9364,Jens,nken-s
9365,Valgeir,nken-s
9366,Óskarsson,nken-s
9367, fimm <sil> fjögur,ta
9368,fráköst,nhfo
9369,skástrik,pa
9370, þrjú,ta
9371,varin,lhfosf
9372,skot,nhfo
9373,",",pk
9374,Hinrik,nken-s
9375,Guðbjartsson,nken-s
9376, tvö,ta
9377,",",pk
9378,Magnús,nken-s
9379,Már,nken-s
9380,Ellertsson,nken-s
9381, tvö,ta
9382,.,pl
9383,Haukar,nkfn-s
9384,:,pa
9385,Jence,n----s
9386,Ann,n----s
9387,Rhoads,n----s
9388, tuttugu og níu <sil> þrjú,ta
9389,varin,lhfnsf
9390,skot,nhfn
9391,",",pk
9392,Tierny,n----s
9393,Jenkins,n----s
9394, fimmtán,ta
9395,skástrik,pa
9396, tuttugu og tvö,ta
9397,fráköst,nhfn
9398,skástrik,pa
9399, sjö,ta
9400,stoðsendingar,nvfn
9401,skástrik,pa
9402, fimm,ta
9403,varin,lhfnsf
9404,skot,nhfn
9405,",",pk
9406,Margrét,nven-s
9407,Rósa,nven-s
9408,Hálfdanardóttir,nven-s
9409, ellefu,ta
9410,",",pk
9411,María,nven-s
9412,Lind,nven-s
9413,Sigurðardóttir,nven-s
9414, átta <sil> fjögur,ta
9415,fráköst,nhfo
9416,",",pk
9417,Gunnhildur,nven-s
9418,Gunnarsdóttir,nven-s
9419, átta <sil> fimm,ta
9420,stolnir,lkfnsf
9421,",",pk
9422,Guðrún,nven-s
9423,Ósk,nven-s
9424,Ámundardóttir,nven-s
9425, tvö <sil> fjögur,ta
9426,fráköst,nhfo
9427,",",pk
9428,Sólrún,nven-s
9429,Inga,nven-s
9430,Gísladóttir,nven-s
9431,núll,ta
9432,",",pk
9433,Sara,nven-s
9434,Pálmadóttir,nven-s
9435,núll,ta
9436,",",pk
9437,Íris,nven-s
9438,Sverrisdóttir,nven-s
9439,núll,ta
9440,",",pk
9441,Inga,nven-s
9442,Sif,nven-s
9443,Sigfúsdóttir,nven-s
9444,núll,ta
9445,",",pk
9446,Ína,nven-s
9447,Salóme,nven-s
9448,Sturludóttir,nven-s
9449,núll,ta
9450,",",pk
9451,Auður,nven-s
9452,Íris,nven-s
9453,Ólafsdóttir,nven-s
9454,núll,ta
9455,.,pl
9456,Tölfræði,nven
9457,:,pa
9458,Grindavík,nveþ-s
9459,:,pa
9460,Blanca,n----s
9461,Lutley,n----s
9462, tuttugu og níu <sil> sjö,ta
9463,fráköst,nhfn
9464,",",pk
9465,Ingibjörg,nven-s
9466,Jakobsdóttir,nven-s
9467, nítján,ta
9468,",",pk
9469,María,nven-s
9470,Ben,n----s
9471,Erlingsdóttir,nven-s
9472, átján <sil> níu,ta
9473,fráköst,nhfn
9474,",",pk
9475,Katrín,nven-s
9476,Ösp,nven-s
9477,Eyberg,nven-s
9478, sex,ta
9479,",",pk
9480,Jóhanna,nven-s
9481,Rún,nven-s
9482,Styrmisdóttir,nven-s
9483, fjögur,ta
9484,",",pk
9485,Helga,nven-s
9486,Rut,nven-s
9487,Hallgrímsdóttir,nven-s
9488, þrjú <sil> fjórtán,ta
9489,fráköst,nhfn
9490,",",pk
9491,Marín,nven-s
9492,Rós,nven-s
9493,Karlsdóttir,nven-s
9494, tvö <sil> fimm,ta
9495,fráköst,nhfo
9496,",",pk
9497,Eyrún,nven-s
9498,Ösp,nven-s
9499,Ottósdóttir,nven-s
9500, tvö,ta
9501,",",pk
9502,Hrund,nven-s
9503,Skuladóttir,nven-s
9504,núll,ta
9505,.,pl
9506,Lokatölur,nvfn
9507,urðu,sfg3fþ
9508, sjötíu og átta,ta
9509,,m
9510, áttatíu og sex,ta
9511,fyrir,af
9512,Keflvíkinga,nkfo-s
9513,",",pk
9514,en,c
9515,F S U,n----s
9516,veitti,sfg3eþ
9517,úrvalsdeildarliðinu,nheþg
9518,harða,lveosf
9519,mótspyrnu,nveo
9520,.,pl
9521,Á,af
9522,stuttum,lkeþsf
9523,tíma,nkeþ
9524,náði,sfg3eþ
9525,Njarðvík,nven-s
9526,að,cn
9527,minnka,sng
9528,muninn,nkeog
9529,í,af
9530, fimmtíu og þrjú,ta
9531,,m
9532, fimmtíu,ta
9533,.,pl
9534,Víðismenn,nkfn-s
9535,léku,sfg3fþ
9536,gegn,af
9537,liði,nheþ
9538,Skínandi,n----s
9539,á,af
9540,útivelli,nkeþ
9541,og,c
9542,fóru,sfg3fþ
9543,með,af
9544,núll,ta
9545,,m
9546, fjóra,ta
9547,sigur,nkeo
9548,af,af
9549,hólmi,nkeþ
9550,.,pl
9551, átta,ta
9552,,m
9553, eitt,ta
9554,Iceland,n----s
9555,Express,e
9556,deildin,nveng
9557, tvö þúsund og fimm,ta
9558,,m
9559, tvö þúsund og sex,ta
9560,Sigur-tap,nhen
9561,Leikurinn,nkeng
9562,endaði,sfg3eþ
9563, fjögur,ta
9564,,m
9565,núll,ta
9566,en,c
9567,staðan,nveng
9568,í,af
9569,hálfleik,nkeþ
9570,var,sfg3eþ
9571, þrjú,ta
9572,,m
9573,núll,ta
9574,.,pl
9575,Um,af
9576,miðbik,nheo
9577,annars,fokee
9578,leikhluta,nkee
9579,leit,sfg3eþ
9580,allt,fohen
9581,út,aa
9582,fyrir,af
9583,að,c
9584,Grindvíkingar,nkfn-s
9585,væru,svg3fþ
9586,að,cn
9587,gefa,sng
9588,eftir,aa
9589,og,c
9590,Keflavík,nven-s
9591,minnkaði,sfg3eþ
9592,muninn,nkeog
9593,í,af
9594, tuttugu og fjögur,ta
9595,,m
9596, sextán,ta
9597,en,c
9598,þá,aa
9599,var,sfg3eþ
9600,það,fphen
9601,annar,foken
9602,unglingalandsliðsmaðurinn,nkeng
9603,í,af
9604,liði,nheþ
9605,Grindavíkur,nvee-s
9606,sem,ct
9607,hrökk,sfg3eþ
9608,í,af
9609,gang,nkeo
9610,.,pl
9611,Staðan,nveng
9612,í,af
9613,hálfleik,nkeþ
9614,var,sfg3eþ
9615, fimmtíu og sjö,ta
9616,,m
9617, fjörutíu og tvö,ta
9618,fyrir,af
9619,heimamönnum,nkfþ
9620,en,c
9621,Hamarsstúlkur,nvfn-s
9622,komu,sfg3fþ
9623,þó,aa
9624,nokkuð,fohen
9625,sterkar,lvfnsf
9626,inn,aa
9627,í,af
9628,seinni,lkeovm
9629,hálfleikinn,nkeog
9630,og,c
9631,náðu,sfg3fþ
9632,að,cn
9633,saxa,sng
9634,örlítið,aa
9635,á,af
9636,forskotið,nheog
9637,",",pk
9638,en,c
9639,þó,aa
9640,virtist,sfm3eþ
9641,sigur,nken
9642,Keflavíkurkvenna,nvfe-s
9643,í,af
9644,raun,nveþ
9645,aldrei,aa
9646,í,af
9647,hættu,nveþ
9648,.,pl
9649,Á,af
9650,H M,n----s
9651, nítján hundruð áttatíu og sex,ta
9652,í,af
9653,Mexíkó,nheþ-s
9654,komst,sfm3eþ
9655,liðið,nheng
9656,í,af
9657,úrslit,nhfo
9658,",",pk
9659,en,c
9660,töpuðu,sfg3fþ
9661,þar,aa
9662,fyrir,af
9663,Argentínu,nveþ-s
9664, tvö,ta
9665,,m
9666, þrjú,ta
9667,.,pl
9668,Snæfell,nhen-s
9669,herðir,sfg3en
9670,vörnina,nveog
9671,sína,feveo
9672,og,c
9673,með,af
9674,góðri,lveþsf
9675,baráttu,nveþ
9676,komast,sfm3fn
9677,í,af
9678, fimmtíu og fimm,ta
9679,,m
9680, fimmtíu og níu,ta
9681,þegar,c
9682,rúm,lvensf
9683,mínúta,nven
9684,var,sfg3eþ
9685,eftir,aa
9686,af,af
9687,leiknum,nkeþg
9688,.,pl
9689,Leikurinn,nkeng
9690,var,sfg3eþ
9691,jafn,lkensf
9692,og,c
9693,spennandi,lkenof
9694,í,af
9695,fyrri,lkeþvm
9696,hálfleik,nkeþ
9697,en,c
9698,aðeins,aa
9699, fjórum,ta
9700,stigum,nhfþ
9701,munaði,sfg3eþ
9702,á,af
9703,liðunum,nhfþg
9704,í,af
9705,hálfleik,nkeþ
9706,",",pk
9707, fjörutíu og þrjú,ta
9708,,m
9709, þrjátíu og níu,ta
9710,.,pl
9711,Njarðvík-Grindavík,nveþ-s
9712, sjötíu og níu,ta
9713,,m
9714, áttatíu og sjö,ta
9715,(,pa
9716, sautján,ta
9717,,m
9718, tuttugu og átta,ta
9719,",",pk
9720, tuttugu og níu,ta
9721,,m
9722, tuttugu,ta
9723,",",pk
9724, sautján,ta
9725,,m
